Year,Mean_CO2,Uncertainty,Average_Temperature_x,Average_Temperature_y
1970,325.68,0.12,0.0258333333333333,-0.1775
1970,325.68,0.12,0.0258333333333333,-0.09000000000000001
1970,325.68,0.12,0.0258333333333333,-0.10999999999999999
1970,325.68,0.12,0.0258333333333333,-0.1758333333333333
1970,325.68,0.12,0.0258333333333333,-0.28583333333333333
1970,325.68,0.12,0.0258333333333333,-0.335
1970,325.68,0.12,0.0258333333333333,-0.31583333333333335
1970,325.68,0.12,0.0258333333333333,-0.3666666666666667
1970,325.68,0.12,0.0258333333333333,-0.17583333333333337
1970,325.68,0.12,0.0258333333333333,-0.10833333333333334
1970,325.68,0.12,0.0258333333333333,-0.3558333333333333
1970,325.68,0.12,0.0258333333333333,-0.23
1970,325.68,0.12,0.0258333333333333,-0.2775
1970,325.68,0.12,0.0258333333333333,-0.3183333333333333
1970,325.68,0.12,0.0258333333333333,-0.3083333333333334
1970,325.68,0.12,0.0258333333333333,-0.23416666666666663
1970,325.68,0.12,0.0258333333333333,-0.11916666666666668
1970,325.68,0.12,0.0258333333333333,-0.11499999999999999
1970,325.68,0.12,0.0258333333333333,-0.2816666666666667
1970,325.68,0.12,0.0258333333333333,-0.1825
1970,325.68,0.12,0.0258333333333333,-0.08583333333333333
1970,325.68,0.12,0.0258333333333333,-0.15916666666666665
1970,325.68,0.12,0.0258333333333333,-0.2833333333333334
1970,325.68,0.12,0.0258333333333333,-0.3758333333333333
1970,325.68,0.12,0.0258333333333333,-0.47750000000000004
1970,325.68,0.12,0.0258333333333333,-0.2708333333333333
1970,325.68,0.12,0.0258333333333333,-0.22583333333333333
1970,325.68,0.12,0.0258333333333333,-0.3891666666666666
1970,325.68,0.12,0.0258333333333333,-0.4291666666666667
1970,325.68,0.12,0.0258333333333333,-0.4875
1970,325.68,0.12,0.0258333333333333,-0.43999999999999995
1970,325.68,0.12,0.0258333333333333,-0.4466666666666666
1970,325.68,0.12,0.0258333333333333,-0.36250000000000004
1970,325.68,0.12,0.0258333333333333,-0.3491666666666667
1970,325.68,0.12,0.0258333333333333,-0.15583333333333332
1970,325.68,0.12,0.0258333333333333,-0.14333333333333334
1970,325.68,0.12,0.0258333333333333,-0.3625
1970,325.68,0.12,0.0258333333333333,-0.4608333333333334
1970,325.68,0.12,0.0258333333333333,-0.2991666666666667
1970,325.68,0.12,0.0258333333333333,-0.27666666666666667
1970,325.68,0.12,0.0258333333333333,-0.2733333333333334
1970,325.68,0.12,0.0258333333333333,-0.1925
1970,325.68,0.12,0.0258333333333333,-0.2841666666666667
1970,325.68,0.12,0.0258333333333333,-0.26666666666666666
1970,325.68,0.12,0.0258333333333333,-0.26833333333333337
1970,325.68,0.12,0.0258333333333333,-0.22083333333333335
1970,325.68,0.12,0.0258333333333333,-0.105
1970,325.68,0.12,0.0258333333333333,-0.2133333333333333
1970,325.68,0.12,0.0258333333333333,-0.1991666666666667
1970,325.68,0.12,0.0258333333333333,-0.3558333333333333
1970,325.68,0.12,0.0258333333333333,-0.15083333333333335
1970,325.68,0.12,0.0258333333333333,-0.08666666666666668
1970,325.68,0.12,0.0258333333333333,-0.1525
1970,325.68,0.12,0.0258333333333333,-0.27999999999999997
1970,325.68,0.12,0.0258333333333333,-0.11916666666666668
1970,325.68,0.12,0.0258333333333333,-0.1925
1970,325.68,0.12,0.0258333333333333,-0.1425
1970,325.68,0.12,0.0258333333333333,-0.025000000000000005
1970,325.68,0.12,0.0258333333333333,0.000833333333333334
1970,325.68,0.12,0.0258333333333333,-0.017500000000000012
1970,325.68,0.12,0.0258333333333333,0.125
1970,325.68,0.12,0.0258333333333333,0.18666666666666668
1970,325.68,0.12,0.0258333333333333,0.06666666666666667
1970,325.68,0.12,0.0258333333333333,0.09000000000000001
1970,325.68,0.12,0.0258333333333333,0.20499999999999996
1970,325.68,0.12,0.0258333333333333,0.09249999999999999
1970,325.68,0.12,0.0258333333333333,-0.07250000000000001
1970,325.68,0.12,0.0258333333333333,-0.026666666666666672
1970,325.68,0.12,0.0258333333333333,-0.10583333333333333
1970,325.68,0.12,0.0258333333333333,-0.10916666666666668
1970,325.68,0.12,0.0258333333333333,-0.1741666666666667
1970,325.68,0.12,0.0258333333333333,-0.06833333333333334
1970,325.68,0.12,0.0258333333333333,0.01
1970,325.68,0.12,0.0258333333333333,0.08166666666666668
1970,325.68,0.12,0.0258333333333333,-0.1325
1970,325.68,0.12,0.0258333333333333,-0.14
1970,325.68,0.12,0.0258333333333333,-0.1875
1970,325.68,0.12,0.0258333333333333,0.047499999999999994
1970,325.68,0.12,0.0258333333333333,0.06
1970,325.68,0.12,0.0258333333333333,0.030833333333333334
1970,325.68,0.12,0.0258333333333333,-0.024999999999999998
1970,325.68,0.12,0.0258333333333333,0.057499999999999996
1970,325.68,0.12,0.0258333333333333,0.030833333333333334
1970,325.68,0.12,0.0258333333333333,0.05333333333333334
1970,325.68,0.12,0.0258333333333333,-0.1975
1970,325.68,0.12,0.0258333333333333,-0.10666666666666669
1970,325.68,0.12,0.0258333333333333,-0.05666666666666667
1970,325.68,0.12,0.0258333333333333,-0.024166666666666666
1970,325.68,0.12,0.0258333333333333,-0.08416666666666667
1970,325.68,0.12,0.0258333333333333,0.050833333333333335
1970,325.68,0.12,0.0258333333333333,0.02583333333333333
1970,325.68,0.12,0.0258333333333333,-0.08
1970,325.68,0.12,0.0258333333333333,0.0075
1970,325.68,0.12,0.0258333333333333,0.16
1970,325.68,0.12,0.0258333333333333,-0.07166666666666666
1970,325.68,0.12,0.0258333333333333,-0.013333333333333341
1970,325.68,0.12,0.0258333333333333,-0.09833333333333333
1970,325.68,0.12,0.0258333333333333,0.17666666666666667
1970,325.68,0.12,0.0258333333333333,0.06666666666666667
1970,325.68,0.12,0.0258333333333333,0.16333333333333333
1970,325.68,0.12,0.0258333333333333,0.25583333333333336
1970,325.68,0.12,0.0258333333333333,0.3216666666666667
1970,325.68,0.12,0.0258333333333333,0.13749999999999998
1970,325.68,0.12,0.0258333333333333,0.3133333333333333
1970,325.68,0.12,0.0258333333333333,0.155
1970,325.68,0.12,0.0258333333333333,0.11750000000000001
1970,325.68,0.12,0.0258333333333333,0.17999999999999997
1970,325.68,0.12,0.0258333333333333,0.32083333333333336
1970,325.68,0.12,0.0258333333333333,0.3875
1970,325.68,0.12,0.0258333333333333,0.2725
1970,325.68,0.12,0.0258333333333333,0.44750000000000006
1970,325.68,0.12,0.0258333333333333,0.4058333333333333
1970,325.68,0.12,0.0258333333333333,0.22083333333333335
1970,325.68,0.12,0.0258333333333333,0.23083333333333333
1970,325.68,0.12,0.0258333333333333,0.31333333333333335
1970,325.68,0.12,0.0258333333333333,0.4458333333333333
1970,325.68,0.12,0.0258333333333333,0.32916666666666666
1970,325.68,0.12,0.0258333333333333,0.4641666666666666
1970,325.68,0.12,0.0258333333333333,0.6075
1970,325.68,0.12,0.0258333333333333,0.38083333333333336
1970,325.68,0.12,0.0258333333333333,0.39333333333333337
1970,325.68,0.12,0.0258333333333333,0.5333333333333332
1970,325.68,0.12,0.0258333333333333,0.6266666666666667
1970,325.68,0.12,0.0258333333333333,0.6158333333333333
1970,325.68,0.12,0.0258333333333333,0.5316666666666667
1970,325.68,0.12,0.0258333333333333,0.6749999999999999
1970,325.68,0.12,0.0258333333333333,0.6375000000000001
1970,325.68,0.12,0.0258333333333333,0.6591666666666667
1970,325.68,0.12,0.0258333333333333,0.5433333333333333
1970,325.68,0.12,0.0258333333333333,0.6541666666666667
1970,325.68,0.12,0.0258333333333333,0.7241666666666666
1970,325.68,0.12,0.0258333333333333,0.6083333333333333
1970,325.68,0.12,0.0258333333333333,0.6458333333333334
1970,325.68,0.12,0.0258333333333333,0.6749999999999999
1970,325.68,0.12,0.0258333333333333,0.7458333333333332
1970,325.68,0.12,0.0258333333333333,0.8958333333333334
1970,325.68,0.12,0.0258333333333333,1.0133333333333334
1970,325.68,0.12,0.0258333333333333,0.9166666666666669
1970,325.68,0.12,0.0258333333333333,0.8475
1970,325.68,0.12,0.0258333333333333,0.9733333333333333
1970,325.68,0.12,0.0258333333333333,1.0058333333333331
1970,325.68,0.12,0.0258333333333333,0.8466666666666666
1970,325.68,0.12,0.0258333333333333,0.8908333333333333
1970,325.68,0.12,0.0258333333333333,1.1716666666666666
1970,325.68,0.12,0.0258333333333333,1.2822222222222224
